ID,Fungal_Date,Reading,FOV,FunL,FunW
R3S5,03-Oct-23,5,3,0.1,6
R3S5,03-Oct-23,1,5,0.1,8
R4S2,03-Oct-23,3,1,0.1,3
R4S2,03-Oct-23,3,2,0.1,4
R4S2,03-Oct-23,2,5,0.11,4
R4S2,03-Oct-23,1,3,0.1,5
R4S2,03-Oct-23,3,5,0.1,5
R4S2,03-Oct-23,5,4,0.1,5
R4S2,03-Oct-23,1,2,0.05,6
R4S2,03-Oct-23,2,2,0.13,6
R4S2,03-Oct-23,2,4,0.17,6
R4S2,03-Oct-23,2,1,0.05,7
R4S2,03-Oct-23,1,1,0.18,9
R4S2,03-Oct-23,5,3,0.21,10
R4S6,03-Oct-23,5,4,0.12,2
R4S6,03-Oct-23,4,4,0.17,2
R4S6,03-Oct-23,3,5,0.1,3
R4S6,03-Oct-23,1,2,0.15,3
R4S6,03-Oct-23,1,4,0.15,3
R4S6,03-Oct-23,4,5,0.19,3
R4S6,03-Oct-23,3,1,0.2,3
R4S6,03-Oct-23,1,4,0.25,3
R4S6,03-Oct-23,4,2,0.3,3
R4S6,03-Oct-23,5,4,0.08,4
R4S6,03-Oct-23,1,3,0.1,4
R4S6,03-Oct-23,5,3,0.32,4
R4S6,03-Oct-23,3,5,0.6,4
R4S6,03-Oct-23,3,4,0.06,5
R4S6,03-Oct-23,1,3,0.1,5
R4S6,03-Oct-23,2,4,0.1,5
R4S6,03-Oct-23,1,5,0.11,5
R4S6,03-Oct-23,3,2,0.15,5
R4S6,03-Oct-23,2,4,0.2,5
R4S6,03-Oct-23,4,1,0.05,6
R4S6,03-Oct-23,3,3,0.08,6
R4S6,03-Oct-23,5,1,0.1,6
R4S6,03-Oct-23,1,3,0.11,6
R4S6,03-Oct-23,4,5,0.15,6
R4S6,03-Oct-23,2,1,0.5,6
R4S6,03-Oct-23,3,1,0.1,7
R4S6,03-Oct-23,3,3,0.1,7
R4S6,03-Oct-23,1,5,0.14,7
R4S6,03-Oct-23,2,3,0.16,7
R4S6,03-Oct-23,3,5,0.25,7
R4S6,03-Oct-23,1,2,0.27,7
R4S6,03-Oct-23,2,5,0.41,7
R4S6,03-Oct-23,3,2,0.11,8
R4S6,03-Oct-23,3,2,0.12,8
R4S6,03-Oct-23,4,4,0.17,8
R4S6,03-Oct-23,3,2,0.27,8
R4S6,03-Oct-23,3,4,0.11,9
R4S6,03-Oct-23,4,5,0.18,9
R4S6,03-Oct-23,1,3,0.5,9
R4S6,03-Oct-23,2,3,0.15,10
R4S6,03-Oct-23,1,1,0.3,10
R4S6,03-Oct-23,4,3,0.05,12
R4S6,03-Oct-23,5,4,0.14,12
R4S6,03-Oct-23,1,3,0.3,12
R5S1,03-Oct-23,2,5,0.1,4
R5S1,03-Oct-23,5,4,0.08,5
R5S1,03-Oct-23,1,5,0.12,5
R5S1,03-Oct-23,3,5,0.13,6
R5S5,03-Oct-23,1,3,0.08,2
R5S5,03-Oct-23,2,2,0.1,2
R5S5,03-Oct-23,3,3,0.13,3
R5S5,03-Oct-23,4,4,0.15,3
R5S5,03-Oct-23,3,2,0.06,5
R5S5,03-Oct-23,2,4,0.25,5
R5S5,03-Oct-23,2,1,0.05,9
R6S2,03-Oct-23,2,5,0.1,3
R6S2,03-Oct-23,1,3,0.11,3
R6S2,03-Oct-23,3,3,0.2,3
R6S2,03-Oct-23,5,2,0.2,3
R6S2,03-Oct-23,1,5,0.12,4
R6S2,03-Oct-23,3,4,0.2,4
R6S2,03-Oct-23,4,5,0.5,4
R6S2,03-Oct-23,1,4,0.1,5
R6S2,03-Oct-23,4,4,0.18,5
R6S2,03-Oct-23,3,5,0.25,5
R6S2,03-Oct-23,1,2,0.1,6
R6S2,03-Oct-23,4,2,0.1,6
R6S2,03-Oct-23,2,2,0.2,6
R6S2,03-Oct-23,5,5,0.25,6
R6S2,03-Oct-23,5,4,0.05,7
R6S2,03-Oct-23,2,4,0.12,7
R6S2,03-Oct-23,2,3,0.08,8
R6S4,03-Oct-23,2,1,0.11,2
R6S4,03-Oct-23,5,3,0.07,3
R6S4,03-Oct-23,5,1,0.1,3
R6S4,03-Oct-23,4,4,0.11,3
R6S4,03-Oct-23,3,4,0.18,3
R6S4,03-Oct-23,1,4,0.25,4
R6S4,03-Oct-23,5,2,0.05,5
R6S4,03-Oct-23,3,2,0.27,5
R6S4,03-Oct-23,4,2,0.1,6
R6S4,03-Oct-23,1,1,0.11,7
R6S4,03-Oct-23,1,2,0.12,7
R6S4,03-Oct-23,1,3,0.08,9
R6S4,03-Oct-23,1,2,0.14,9
R6S5,03-Oct-23,4,3,0.11,2
R6S5,03-Oct-23,2,1,0.13,2
R6S5,03-Oct-23,4,5,0.05,3
R6S5,03-Oct-23,5,1,0.05,3
R6S5,03-Oct-23,1,4,0.05,4
R6S5,03-Oct-23,2,3,0.1,4
R6S5,03-Oct-23,1,1,0.05,5
R6S5,03-Oct-23,3,3,0.11,5
R6S5,03-Oct-23,2,4,0.11,7
R6S5,03-Oct-23,2,5,0.2,7
R6S6,03-Oct-23,3,5,0.24,2.5
R6S6,03-Oct-23,2,4,0.14,3
R6S6,03-Oct-23,2,3,0.15,3
R6S6,03-Oct-23,5,1,0.27,3
R6S6,03-Oct-23,4,3,0.05,4
R6S6,03-Oct-23,5,2,0.05,4
R6S6,03-Oct-23,1,2,0.1,4
R6S6,03-Oct-23,5,2,0.03,5
R6S6,03-Oct-23,1,1,0.05,5
R6S6,03-Oct-23,2,1,0.05,5
R6S6,03-Oct-23,4,1,0.14,6
R6S6,03-Oct-23,4,4,0.15,6
R6S6,03-Oct-23,5,3,0.15,6
R6S6,03-Oct-23,5,4,0.16,6
R6S6,03-Oct-23,2,2,0.21,6
R6S6,03-Oct-23,1,4,0.6,7
R6S6,03-Oct-23,3,2,0.13,8
R6S6,03-Oct-23,2,5,0.2,11
R7S2,03-Oct-23,3,4,0.13,5
R7S2,03-Oct-23,2,2,0.2,6
R7S3,03-Oct-23,1,4,0.13,5
R7S3,03-Oct-23,3,2,0.2,6
R7S4,03-Oct-23,3,3,0.2,6
R7S6,03-Oct-23,1,1,0.1,3
R7S6,03-Oct-23,3,5,0.1,7
R8S1,03-Oct-23,3,5,0.1,4
R8S1,03-Oct-23,2,1,0.22,4
R8S1,03-Oct-23,4,5,0.08,5
R8S1,03-Oct-23,3,1,0.1,5
R8S1,03-Oct-23,4,4,0.11,6
R8S1,03-Oct-23,4,1,0.15,6
R8S1,03-Oct-23,1,5,0.2,6
R8S1,03-Oct-23,3,2,0.27,6
R8S1,03-Oct-23,3,3,0.35,6
R8S1,03-Oct-23,5,3,0.1,7
R8S3,03-Oct-23,5,2,0.11,2
R8S3,03-Oct-23,2,1,0.12,2
R8S3,03-Oct-23,1,5,0.12,3
R8S3,03-Oct-23,4,2,0.15,3
R8S3,03-Oct-23,5,1,0.1,4
R8S3,03-Oct-23,4,4,0.13,5
R8S3,03-Oct-23,5,4,0.2,5
R2S1,26-Feb-24,2,5,0.1,3
R2S1,26-Feb-24,4,5,0.05,4
R2S1,26-Feb-24,4,1,0.24,4
R2S1,26-Feb-24,1,5,0.32,4
R2S1,26-Feb-24,1,1,0.11,5
R2S1,26-Feb-24,5,2,0.13,5
R2S1,26-Feb-24,3,3,0.1,6
R2S1,26-Feb-24,3,5,0.05,8
R2S3,26-Feb-24,3,1,0.15,2
R2S3,26-Feb-24,4,4,0.08,4
R2S3,26-Feb-24,2,1,0.1,4
R2S3,26-Feb-24,5,3,0.16,4
R2S3,26-Feb-24,5,2,0.05,5
R2S3,26-Feb-24,3,1,0.08,5
R2S3,26-Feb-24,1,2,0.1,5
R2S3,26-Feb-24,3,3,0.1,5
R2S3,26-Feb-24,4,5,0.1,5
R2S3,26-Feb-24,4,2,0.11,5
R2S3,26-Feb-24,5,1,0.11,5
R2S3,26-Feb-24,2,2,0.2,5
R2S3,26-Feb-24,5,4,0.2,5
R2S3,26-Feb-24,2,1,0.25,5
R2S3,26-Feb-24,1,3,0.35,5
R2S3,26-Feb-24,2,5,0.1,6
R2S3,26-Feb-24,3,1,0.1,6
R2S3,26-Feb-24,1,2,0.13,6
R2S3,26-Feb-24,1,1,0.2,6
R2S3,26-Feb-24,5,5,0.5,6
R2S3,26-Feb-24,1,2,0.1,7
R2S3,26-Feb-24,5,4,0.15,7
R2S3,26-Feb-24,3,1,0.05,8
R2S3,26-Feb-24,2,3,0.08,8
R2S3,26-Feb-24,3,2,0.1,8
R2S3,26-Feb-24,2,4,0.11,8
R2S3,26-Feb-24,3,1,0.14,8
R2S3,26-Feb-24,1,4,0.21,8
R2S3,26-Feb-24,1,5,0.5,8
R2S3,26-Feb-24,4,1,0.11,9
R2S3,26-Feb-24,3,4,0.25,10
R2S5,26-Feb-24,1,4,0.2,4
R2S5,26-Feb-24,2,4,0.1,5
R2S5,26-Feb-24,4,3,0.1,5
R2S5,26-Feb-24,3,1,0.17,5
R2S5,26-Feb-24,4,5,0.18,5
R2S5,26-Feb-24,3,3,0.23,5
R2S5,26-Feb-24,5,2,0.14,7
R3S1,26-Feb-24,1,5,0.08,3
R3S1,26-Feb-24,2,5,0.1,3
R3S1,26-Feb-24,4,3,0.1,3
R3S1,26-Feb-24,1,1,0.11,3
R3S1,26-Feb-24,4,5,0.12,3
R3S1,26-Feb-24,1,1,0.08,4
R3S1,26-Feb-24,2,4,0.1,4
R3S1,26-Feb-24,4,5,0.1,4
R3S1,26-Feb-24,2,4,0.13,4
R3S1,26-Feb-24,1,4,0.1,5
R3S1,26-Feb-24,3,2,0.1,5
R3S1,26-Feb-24,3,5,0.1,5
R3S1,26-Feb-24,5,3,0.11,5
R3S1,26-Feb-24,2,2,0.15,5
R3S1,26-Feb-24,1,5,0.07,6
R3S1,26-Feb-24,3,4,0.11,6
R3S1,26-Feb-24,5,3,0.18,8
R3S1,26-Feb-24,2,3,0.25,10
R3S1,26-Feb-24,4,1,0.1,15
R3S3,26-Feb-24,2,5,0.06,2
R3S3,26-Feb-24,3,2,0.09,2
R3S3,26-Feb-24,3,5,0.06,3
R3S3,26-Feb-24,1,5,0.11,3
R3S3,26-Feb-24,5,2,0.11,3
R3S3,26-Feb-24,5,4,0.11,3
R3S3,26-Feb-24,2,1,0.08,4
R3S3,26-Feb-24,4,3,0.12,4
R3S3,26-Feb-24,1,3,0.2,4
R3S3,26-Feb-24,4,4,0.25,4
R3S3,26-Feb-24,5,1,0.06,5
R3S3,26-Feb-24,1,2,0.1,5
R3S3,26-Feb-24,1,3,0.3,5
R3S3,26-Feb-24,2,3,0.12,6
R3S3,26-Feb-24,1,1,0.1,7
R3S3,26-Feb-24,1,2,0.12,7
R3S3,26-Feb-24,2,1,0.18,7
R3S3,26-Feb-24,2,4,0.11,8
R3S3,26-Feb-24,3,1,0.17,8
R3S3,26-Feb-24,5,3,0.21,10
R3S5,26-Feb-24,2,4,0.1,3
R3S5,26-Feb-24,5,1,0.11,3
R3S5,26-Feb-24,1,4,0.12,3
R3S5,26-Feb-24,5,3,0.14,3
R3S5,26-Feb-24,4,3,0.1,4
R3S5,26-Feb-24,3,4,0.3,4
R3S5,26-Feb-24,1,2,0.05,5
R3S5,26-Feb-24,3,4,0.05,5
R3S5,26-Feb-24,2,1,0.08,5
R3S5,26-Feb-24,4,4,0.08,5
R3S5,26-Feb-24,4,1,0.1,5
R3S5,26-Feb-24,4,1,0.14,5
R3S5,26-Feb-24,5,2,0.21,5
R3S5,26-Feb-24,5,4,0.31,5
R3S5,26-Feb-24,4,3,0.1,6
R3S5,26-Feb-24,3,3,0.19,8
R3S5,26-Feb-24,3,5,0.18,9
R3S5,26-Feb-24,1,5,0.05,10
R6S2,26-Feb-24,4,5,0.1,2
R6S2,26-Feb-24,5,2,0.1,3
R6S2,26-Feb-24,3,2,0.11,3
R6S2,26-Feb-24,2,4,0.2,4
R6S2,26-Feb-24,5,5,0.15,5
R6S2,26-Feb-24,5,1,0.1,6
R6S2,26-Feb-24,1,2,0.11,6
R6S2,26-Feb-24,2,2,0.12,6
R6S2,26-Feb-24,3,1,0.15,7
R6S2,26-Feb-24,5,4,0.12,8
R6S2,26-Feb-24,1,2,0.2,8
R6S2,26-Feb-24,4,1,0.09,9
R6S2,26-Feb-24,2,4,0.08,10
R6S2,26-Feb-24,3,4,0.1,10
R6S2,26-Feb-24,4,3,0.12,10
R6S4,26-Feb-24,5,1,0.08,2
R6S4,26-Feb-24,1,1,0.05,3
R6S4,26-Feb-24,1,3,0.1,3
R6S4,26-Feb-24,5,4,0.17,3
R6S4,26-Feb-24,5,2,0.08,4
R6S4,26-Feb-24,2,2,0.09,4
R6S4,26-Feb-24,3,2,0.1,4
R6S4,26-Feb-24,2,2,0.12,4
R6S4,26-Feb-24,5,4,0.15,4
R6S4,26-Feb-24,2,4,0.2,4
R6S4,26-Feb-24,1,3,0.12,5
R6S4,26-Feb-24,4,4,0.13,5
R6S4,26-Feb-24,5,3,0.18,5
R6S4,26-Feb-24,2,1,0.3,5
R6S4,26-Feb-24,1,5,0.1,6
R6S4,26-Feb-24,4,5,0.4,6
R6S4,26-Feb-24,3,2,0.04,8
R6S4,26-Feb-24,3,3,0.26,8
R6S4,26-Feb-24,4,2,0.19,10
R6S4,26-Feb-24,2,4,0.3,10
R6S6,26-Feb-24,1,3,0.11,2
R6S6,26-Feb-24,2,3,0.4,2
R6S6,26-Feb-24,4,5,0.2,2.5
R6S6,26-Feb-24,2,1,0.25,2.5
R6S6,26-Feb-24,5,2,0.07,3
R6S6,26-Feb-24,3,2,0.1,3
R6S6,26-Feb-24,4,5,0.1,3
R6S6,26-Feb-24,4,4,0.25,3
R6S6,26-Feb-24,1,3,0.1,4
R6S6,26-Feb-24,1,2,0.18,4
R6S6,26-Feb-24,1,3,0.13,5
R6S6,26-Feb-24,1,1,0.2,5
R6S6,26-Feb-24,4,2,0.2,5
R6S6,26-Feb-24,5,3,0.05,6
R6S6,26-Feb-24,3,4,0.15,7
R6S6,26-Feb-24,2,2,0.07,8
R6S6,26-Feb-24,3,5,0.1,8
R6S6,26-Feb-24,1,5,0.14,8
R6S6,26-Feb-24,5,4,0.18,8
R6S6,26-Feb-24,5,1,0.21,8
R6S6,26-Feb-24,3,2,0.17,9
R6S6,26-Feb-24,5,5,0.25,9
R6S6,26-Feb-24,1,2,0.05,10
R6S6,26-Feb-24,1,4,0.06,10
R6S6,26-Feb-24,5,3,0.07,10
R6S6,26-Feb-24,3,1,0.25,10
R7S2,26-Feb-24,3,2,0.03,2
R7S2,26-Feb-24,2,2,0.1,2
R7S2,26-Feb-24,4,3,0.1,2
R7S2,26-Feb-24,5,2,0.15,3
R7S2,26-Feb-24,1,5,0.06,4
R7S2,26-Feb-24,4,5,0.16,7
R7S4,26-Feb-24,3,5,0.07,2
R7S4,26-Feb-24,3,5,0.08,2
R7S4,26-Feb-24,4,3,0.1,2
R7S4,26-Feb-24,4,5,0.11,2
R7S4,26-Feb-24,5,5,0.07,3
R7S4,26-Feb-24,3,4,0.1,4
R7S4,26-Feb-24,2,3,0.1,5
R7S4,26-Feb-24,3,1,0.05,7
R7S6,26-Feb-24,4,4,0.08,2
R7S6,26-Feb-24,1,3,0.1,2
R7S6,26-Feb-24,2,2,0.1,2
R7S6,26-Feb-24,5,1,0.17,2
R7S6,26-Feb-24,5,5,0.2,2
R7S6,26-Feb-24,4,1,0.07,3
R7S6,26-Feb-24,5,5,0.15,3
R7S6,26-Feb-24,3,2,0.18,3
R7S6,26-Feb-24,4,1,0.05,4
R7S6,26-Feb-24,2,4,0.08,4
R7S6,26-Feb-24,5,5,0.18,4
R7S6,26-Feb-24,2,5,0.1,5
R7S6,26-Feb-24,5,3,0.1,5
R7S6,26-Feb-24,3,5,0.13,5
R7S6,26-Feb-24,1,1,0.21,6
R7S6,26-Feb-24,3,2,0.16,7
R7S6,26-Feb-24,2,3,0.05,10
